data,lable
码了，我是这种披肩发遮住反而大的脸型，真人头很小。,1
回复@梁心妖:我是因为牙齿问题，，导致咬合关系错了,1
呃，，，最后一张王一博的鼻子,1
好哦 那加v聊吼 仙女仙女 像我这种厚嘴唇山根低是会视觉聚焦吼 化妆上怎么修正呢~,1
我觉得牙贴还好，就第一天超级不舒服，第二天开始就好了没有不适感了，而且效果很明显,1
这种是不是轻度啊？我一直觉得这眼型好难看 http://t.cn/AiHz1s1A,1
回复@一个元气网瘾少女:你这是有卧蚕的吧姐妹,1
请问我这种没尖尖头的是什么啊 想去开眼角 http://t.cn/AiT9u57k 请问我这种没尖尖头的是什么啊 想去开眼角 http://t.cn/AiT9u57k 回复@肖战秘密女友:素眼图应该更直观一些 http://t.cn/AiTOWctl 回复@小贺小贺越吃越饿:我喜欢你这个尖！！ 回复@小鸡今天跑步了吗:谢谢小姐姐！ 回复@小鸡今天跑步了吗:我总感觉我的眼头太钝了，我看我朋友她们都是有点小尖的，总感觉自己的圆的是不是包住了 回复@多喝水才会变得漂亮:爱你哦 回复@不要抱了:[允悲][允悲][允悲] 回复@悠客红仙草:后置开闪光灯 回复@其实我才是小马:对！感觉就妩媚一点？有韵味一点？不知道咋说[允悲][允悲] 回复@WANGXINBEIBEI:就用眼线笔画眼尾就好啦！不要整段画！ 回复@周大寳:我的眼睛也好短！！闭眼的时候那条缝哈哈哈哈别人都觉得我是眯眯眼[允悲] 回复@_高妹sheri:我觉得看起来好钝,1
回复@肖战秘密女友:圆眼角看起来比较稚嫩的 回复@喜宝summer29:没有锁骨就显得很壮了,1
眼睛短小圆 眼间距宽 朝天鼻 唇薄怎么办?? http://t.cn/AiHlaUBR,1
八大处的黄金微针现在都是一次16000，昨天刚去咨询了呀,1
我这种呢？这个是p了皮肤的 其实我泪沟都有点明显了，不知道是不是内眦角引起的～[污] http://t.cn/AiHtcNTC 回复@仙女颜究所:好的 谢谢！您建议我是只割一下，???扇形，还是开眼角割双眼皮一起，我还觉得我眼尾有点吊～,1
回复@仙女颜究所:哈哈哈想知道颧骨外扩的成因有哪些,1
整容了,1
回复@YvonneTAOXTING:同，身边所有人觉得我巴掌脸，可我就觉得我的脸时大时小，哈哈。找到原因了。,1
回复@肖战秘密女友:图片评论 http://t.cn/AiTmfByA 回复@肖战秘密女友:我比你的眼角还圆,1
回复@仙女颜究所:问一下长脸怎么修容 我下庭比较尖 下颚骨不大 总是不会修容 太需要这个了 ！,1
不对称的哭了 http://t.cn/AiHzjOtV,1
她眼睛是不是有点点斜视,1
下巴短但稍微尖，总得来说脸圆，用啥发型,1
我就是厌世脸[泪]确实是上睑下垂 眼睛无神,1
回复@YvonneTAOXTING:我也是这种，但是因为不对称也不敢扎着头发,1
太贵了吧……可以再面诊几个医院 哎 近几个月脱发脱的头发少了四分之一 但是发际线依然很低 还有美人尖……想了解一下伙伴们有脱过发际线的吗,1
国字脸真是把头发扎起来显脸小,1
回复@仙女颜究所:其实我喜欢脸有肉肉的人，我的脸太瘦了 回复@仙女颜究所:好吧，对人要求小一点 确实平庸,1
我这种 http://t.cn/AiHygHMY,1
如果眉骨高但是眼泡肿呢,1
胶原蛋白口服是不能吸收的！ 回复@一个更美更漂亮的小号:是的，难怪我觉得第三种不太对啊 我一二种好像都有……所以我从来不批着头发……但是第三种我不是很明白，我觉得第三种应该适合批头发的啊,1
P3这个头脸小得…,1
@爱吃辣的绍兴水啊 原来我眼睛上那玩意儿叫蒙古褶 回复@爱吃辣的绍兴水啊:emmm......也算是明星同款啦[嘻嘻],1
分享图片 畢業就帶牙套 我得先去弄個髮際線 [泪][泪][泪][泪] 謝謝謝謝 嘿嘿  打擾你這麼久了 好 閉眼的時候摸著就感覺差別很大 左邊 對 我懷疑是長期戴眼鏡  眼球被壓迫造成 這個應該不是醫美能夠改善的 不知道有沒有改善的辦法 我眼睛有一只感覺特別凸 好 费用方面有没有什么参考 好滴 那还是激光的那种是吗 啊哈哈哈哈好 在医美里面 这个脱发际线是什么项目 他说我是泪沟加眼袋 那个眼袋我之前去面诊了 嗯嗯 俺知道啦 好 深覆合 因为我父亲也这样 我带牙套前是不是要去测下是不是骨性 然后我的发际线很前面 好的 就是深覆合 但是我的牙齿是很整齐的 我的侧面是这样的 分享图片 只能后面的牙齿咬在一起 前面门牙部分没办法合拢 我现在咬合也有一定的问题 如果戴了牙套会好很多是吗 我的下巴后缩 分享图片 带牙套会不会颧骨更高 我的颧骨很高 然后我觉得我的嘴巴很凸 要戴个牙套 我想割个眼袋 滴滴  能给俺看看吗 分享图片,1
脸包头……什么名词额头高点就叫什么脸包头,1
那小姐姐我能问一下怎么才能整出美得自然的脸呢,1
请问手臂抽脂哪里有推荐的啊 hi～,1
请问我这种呢？ http://t.cn/AiTrxhuI,1
直角肩可以后天养成的嘛 我是蔡徐坤粉丝，可是也想知道坤哥整没整过 回复@uan_uan:杨颖本身底子就好,1
回复@y_晴晴:本人也很好啊 我需要全脸填充 但是又怕假脸 回复@草莓芒果菠萝蜜223:脂肪永久存活 你可以试试然后告诉我[嘻嘻] 回复@草莓芒果菠萝蜜223:会有凹凸感 摸着凹凸不平 填充以后会假脸吧 只适合照相 一看就是整容脸吧 回复@草莓芒果菠萝蜜223:我用玻尿酸填过也就那样吧,1
回复@破音威朗:这样讽刺真的很没意思，她确实是得了病，而且影响到了脸，就算她为了恢复漂亮而整容也并不是不可以理解,1
所以我这是轻度吗 一直在割不割双眼皮中纠结[允悲] http://t.cn/AiTrSAxt,1
我就是额头短颅顶平后脑勺也平脸也短，唉，头发扎起来颅顶太平，特别难看,1
拐角低+下巴短+额头高[允悲][允悲],1
回复@Side_effect_of_dying:我太难了，和你差不多脸型，但是上庭短鼻子大，无语了,1
没错我就是那种越遮越大的人 太讨厌了本来脸就大还不让人遮 只能老老实实漏出大脸了 脸的比例和身体完全不协调,1
这个是吗？ http://t.cn/AiTYZHug,1
我就是内呲 妈妈就说让我去开个眼角[泪] http://t.cn/AiT1Nei6,1
回复@大大大大金呀:啊呀学呢哇 又不是活在照片里 生活中也得美 卧蚕和眼尾一定要化起来 人中那个慢慢来 @大大大大金呀 怪不得那次把嘴加大变好看 是缩短人中的效果,1
可以祛斑吗,1
回复@夜間巡遊時:那当然是正颌了,1
这种是吗 做双眼皮建议开眼角吗 问了三个医生 两个说不用开 一个建议开 好纠结啊 http://t.cn/AiTdtQOJ 回复@仙女颜究所:做双眼皮 但是医生建议开眼角 所以想问问您 建议开吗,1
回复@仙女颜究所:也是 回复@仙女颜究所:我的意思是图1他的轻微溜肩穿那件古装还可以。我只是在说我的看法而已，和逻辑没关吧 溜肩适合古装,1
核心是隐藏发际线位置吗[可爱],1
真的，我也是这种 早上起来正常，一到下午五六点就感觉凹了 就变成几层眼皮了[笑cry] 真的看着疲惫,1
回复@仙女颜究所:好的，谢谢 我的眼间距是不是有点宽啊，内双还肿眼泡，平时如果不化妆就看起来很无神 http://t.cn/AiHjZ6BN,1
嗯嗯，好的，谢谢仙女[给你小心心][给你小心心][给你小心心] 谢谢仙女，改善的话是哪种方法呢，抽脂还是什么吗 分享图片 仙女，像我这样的可以改善哪里呢，之前也没有去医院面诊过，不是很清楚自己应该怎么改善自己的缺陷,1
回复@仙女颜究所:宁说啥呢？李宣美的腿就是你嘴里说的大腿小腿一般细的竹竿腿嗷，咋了原文案说这种腿不好看，换个人就可以了是吧,1
说的好 那么发际线低女孩应该咋整呢[失望] 回复@Secret-XXX:太薄像小燕子 太厚像非主流 可能因为脸太大吧[失望] 回复@Secret-XXX:刘海太厚了像个憨憨,1
之前安利的眼霜 ，巨好用 ，搭配眼霜按摩棒真的可以出双眼皮！！！ 真的是爱死你了,1
好的，谢谢你 亲爱的 脸部就下垂的特别严重 现在瘦了以后 原先特别胖 做过线雕 没有 慢慢变成这个样子了 原先不这样 我睡觉总张嘴 带牙套吗？ 嘴秃应该怎么办啊 25 但是效果没那么明显 之前做过线雕 但是怕下垂 脸上肉特别多 我做脸部吸脂可以吗 用前置摄影头拍的 分享图片 分享图片,1
回复@阿斯巴甜甜甜甜甜甜:她不好看耶,1
回复@仙女颜究所:[心] 这种呢，双眼皮不够双 不知道要不要开@仙女颜究所 http://t.cn/AiTDIVMJ 回复@想把你留在这里xx:感觉开个眼角会好看些[胖丁微笑],1
分享图片 你好，內個，能問問我這個是那個内眦赘皮嗎,1
马思纯是有点斗鸡眼吗,1
一直眼窝比较深的怎么办……,1
回复@老正_正:我就没有，很双的眼皮，但是一点点的没有,1
回复@光生与我:不ok 垃圾医院,1
没有额头 都是[笑cry][笑cry][笑cry] 分享图片 请问我这种脸型适合什么发型 分享图片,1
@小泽玛利亚美 卧槽就是我 我搞短头发的卷发就是脸超级大,1
内眦皮是病么[摊手],1
薛志强 想毁容就找他,1
好的！那只有找时间请假去了 谢谢仙女！ 仙女你好！可以冒昧打扰下 下至的话成都有做的好的医生吗.....感觉下至的功课好少....成都的就更少了[允悲][允悲],1
我才发现她鼻子不好看,1
回复@仙女颜究所:谢谢！ http://t.cn/AiHVVCfC 回复@仙女颜究所:大概这样子 http://t.cn/AiHVqQHC 我也感觉自己眼距好远像鱼……但又不敢开眼角怕留疤和增生,1
回复@仙女颜究所:我29 我的天呐 我的眼睛脂肪就是流失了 回复@仙女颜究所:[喵喵]昨天刚熬完夜。。瑟瑟发抖,1
原来没有前两天突然开始长，因为我变得不爱搓澡了，去医院看医生说遗传的，我根本不信，回家后开始恢复一周错一次 就好了。真的不能懒 法令纹深 脸垮 嘴角下垂 泪沟变深导致眼袋明显 正个畸像毁容 回复@LoyaKyu:小学都还有影响的，我以为我是矫正晚了才这么大反应 回复@我陪心情一米6:我只矫正了下面 上面很齐 回复@高冷的豆比Huang:没有，而且我牙之前很齐只有一颗歪的 回复@仙女颜究所:感觉要多咀嚼让猥琐的肌肉恢复 回复@mj六个七:想知道摘掉之后会恢复吗,1
我这种是什么眼 http://t.cn/AiTuaViv,1
回复@天冷了爱上厕所呀:就是唯爱，全国统一499 回复@啊呀有只鹿儿:我用的唯爱，你要不要买嘛 回复@仙女颜究所:你几岁之前就会自己刷牙了？ 回复@uni_二贝:美牙仪四五次可以变白 回复@我是毕雯珺的爸爸:用美牙仪，四五次就可以见效 回复@uni_二贝:你牙也黄吗 回复@仙女颜究所:不啊，可能小时候父母离异爷爷奶奶带大的，根本不管我刷牙问题 刷牙是真的刷不白的，我以前牙黄的笑都不敢笑，现在终于白了 回复@黎西西西里:有些人是天生白 那么还是推荐瘦腿针吧 回复@小呀小草莓呀小仙女:喷砂是什么鬼,1
马思纯鼻翼有点宽啊。。,1
回复@仙女颜究所:当时有点困[允悲]谢谢了没事 这个是不是轻度 左边贴的双眼皮贴导致成图片这样 http://t.cn/AiTduWcV,1
2.5cm太宽了吧 想要免费整形,1
回复@莫得耳朵呀:同 我是脸没碰枕头 长头发的地方碰枕头边 应该不会太多摩擦叭,1
回复@小饼干不想说话了:剪狗啃刘海会视觉上提高颅顶哦,1
真的不能节食，不吃饭谁都会瘦，但瘦的不好看，身体变差，极易反弹，每天啥也不敢吃，活得步步惊心。现在低脂健康饮食，坚持有氧无氧结合着健身，瘦的慢，但是很踏实。减肥应该是一种健康的生活状态，不应该是一个女生的全部。,1
我觉得我要是单看眼睛的话还可以吧，一看全貌就有点差强人意了[允悲][允悲][允悲][允悲],1
别他妈再贩卖身材焦虑了，能走路的腿就是好腿 回复@杳杳杳语:[给你小心心][给你小心心] 回复@钰仔超可爱:对吧对吧 回复@PeachyPiggy-:[给你小心心][给你小心心] 回复@那一年七月晚风凉:没有好腿还可以有好手好脸好头脑，总之悦纳自我嘛人生该是坦途，不必虚增那么多烦恼 回复@娴娴耶:嗯嗯嗯[兔子][爱你] 回复@起床不难:说明你是小香香，蚊子都喜欢你[给你小心心]REPEL驱蚊液好用，推荐 http://t.cn/AiTrWeL1,1
娜扎本来就是颅顶高度很可以了,1
谢谢[可爱] 你好，想问下我的眼睛以后需要注意些什么 分享图片,1
看到王心凌这张照片脑子里忽然想到“毛脸雷公嘴”这个词[允悲]虽然她脸没毛,1
有的人唇珠都快变成鸡嘴了，非要说自己流汗了，生病了,1
预算不够没开眼角，右眼眼头包的太狠了[泪] http://t.cn/AiTBCs20,1
回复@boss个个是煞笔:我也是我也是，我披头发必须得把头发别到耳朵后面，不然脸真的显得超级大！ 回复@YvonneTAOXTING:同不适合披头发！,1
然后笑起来鼻子就塌了 每次拍完照要好好p的就是鼻子了 你好 我想请问一下我的鼻子可以怎么救[泪] 分享图片 分享图片 分享图片 带了点妆 分享图片,1
啊啊啊啊啊我这种是不是很严重了 http://t.cn/AiT1LkLd,1
感觉有点严重 http://t.cn/AiTBggFN 回复@仙女颜究所:我感觉包住了蛮多,1
回复@粉红猕猴桃:哈哈哈谢谢你～[愛你] 回复@仙女颜究所:那就显年轻了！[壞笑] 我好像是拐角低?下巴短[淚] 披发扎起来脸都很大哈哈哈哈 http://t.cn/AiHiZuEF 回复@Sensebabe:谢谢[淚][淚] 回复@你能别揪我耳朵吗:哈哈哈真的嘛 那我是低配版[嘻嘻] 回复@wuli啾咪啊:谢谢你[親親] 回复@是红宝宝丫:哈哈哈等年纪大一点就到展现我们优势的时候了[加油] 回复@小小只云:但是溶脂针中国好像还没有批文，只能减肥?按摩?化妆了[淚][淚] 回复@露哥今天吃芒果了吗:[握手]这么巧吗姐妹！！我身边都没有跟我一样的人[失望] 回复@鹅楞楞:[淚]大脸太难了 回复@正版夏烈:哈哈哈哈哈谢谢你！ 回复@二六的猫:哈哈哈哈哈懂了懂了 姐妹真的会夸！！[淚] 回复@人间甜粥owo:谢谢你的夸奖[淚],1
回复@手機用戶3507:我也肿肿的，单眼皮,1
回复@眉眼青山:正面在这 http://t.cn/AiTjnlbs 请问我的眼睛算什么情况[泪][泪][泪] http://t.cn/AiTjn4xC,1
嗯嗯好哒 [笑cry][允悲] 因为我老公看起来小，所以我就想显小一点的 好的，谢谢仙女耐心解答 你觉得我这种眼睛适合做双眼皮吗 医生 另外，我在合肥，这边做双眼皮的一生有推荐吗 人中这个通过化妆可以改善吗 那化眼妆是不是就得注意把眼线往下 是哪个部位的原因呢 因为总比同龄人看起来显老，不知道为什么 喜欢清新一点的 可以简单说下我这个脸的缺陷吗？平时化妆应该注意点什么 分享图片 眼睛 怎么帮我看，博主 仙女 你好啊,1
回复@仙女颜究所:要不要开眼角，我觉得还挺明显，眼皮也有点下压[悲伤] 回复@仙女颜究所:图片评论 http://t.cn/AiTFYaQa 这个是吗，一直想着要不要开眼角 http://t.cn/AiTdQ5lI,1
感觉什么发型也拯救不了我这个方脸，除非整容吧[黑线],1
@花开在叶落的季节 求你不要再攻击我的内双，我这种属于经典款！,1
回复@是你的月亮啊qiu:没事啦 回复@是你的月亮啊qiu:我刚买了两种日抛  差不多明天到货  我用了给你说哪种舒服哈  因为我之前也很少戴 回复@是你的月亮啊qiu:眼睛很漂亮呀  我觉得可以戴美瞳  会超美丽我的眼珠子也是很小  戴上美瞳感觉整个眼妆都会更好看,1
回复@黎西西西里:是  我对她年轻时候的印象就是她小龙女的时候嘿嘿 回复@仙女颜究所:喔！（惊讶捂嘴） 陶虹好像眼窝就一直很深,1
回复@仙女颜究所:好的呢，感谢仙女回复[太开心] 这简直就是我的脸型，要设置成特别关注了呢[太开心]这种脸适合什么发型啊仙女,1
我怀疑他垫了眉弓[笑cry],1
回复@阿丽gadou:这个原博不是说人眼部脂肪会随着年龄减少吗，肿眼泡正好是脂肪多的类型，所以我猜会随着年龄肿眼泡症状减轻[笑cry] 回复@手機用戶3507:肿眼泡岁数大了是不是就好了[笑cry],1
那请问：头包脸呢 回复@Rachelgreat:哈哈我好像也有点扁头，但是扁头这个发型可以补救一点，除非有人摸着你脑袋不然不太发现。 回复@Rachelgreat:但是刘亦菲是小头包小脸，我是大头包大脸，[允悲],1
回复@仙女颜究所:审美一致！击掌！[太开心] 回复@梁心妖:哈哈哈哈哈哈握手 宽眼距真的非常非常非常显年轻 我爱宽眼距（好像有点跑题了?? 回复@仙女颜究所:哈哈哈 想发就发嘛 看第一句话，我以为是我关注的娱乐博主发的[允悲],1
回复@林饮无的无:为了不好看而不好看……周洁琼粉色头发多好看……挑一张模糊不好看的图和黑发精修图比 然后说果然黑色好看   没必要真的没必要,1
哇这个好自然 法令纹[good][嘻嘻]现在巨深 回复@仙女颜究所:我哭了 回复@兔兔啵儿:姐妹这个会恢复回去吗！！ 回复@仙女颜究所:这种会改善嘛[泪],1
我的这是有还是没有…… http://t.cn/AiTb4oEz,1
是的！！就是msc同款脸！！不能遮  越遮越大   敞亮起来倒是觉得脸小了,1
我就是这样的，其实我的脸小，但我脸型不好看，又方又圆下巴短，头发全扎起来就是小脸，一披下来完全就是大饼了[泪][泪],1
皮肤敏感 而且已经过敏了 还反复过敏 不知道现在到底该用些什么 能抗过敏呀？ 回复@-___瑾歆:气愤?? 无良无德医生太多… 回复@仙女颜究所:晓得了 能给一个靠谱的某宝代购什么的吗 那种眉弓 是怎么做出来的？所谓的整形医生 请问您长手了嘛？[微笑]您怎么不把您自己的眉弓做成那个样子呢！[微笑],1
配眼镜的时候量的是瞳距是64 太难了吧 啊啊啊啊啊我好丑啊 素颜 画了眉毛和涂了口红 我应该怎么去整整，苹果x前置 分享图片,1
回复@最阔爱的小仙女啊:请问是哪个牌子的啊 @Pharaoh卿 哈哈看这些全是你爱吃的 所以那些食品是富含胶原蛋白的呢 不是说吃进去的是吸收不了的吗  怎么看视频她都是吃的胶原蛋白食品没有吃胶原蛋白保健品,1
终于找到披头发不好看的原因了，我哭,1
只要对方不介意就可以，法式的时候舌头伸出来一些，尽量不要让对方接触到牙套,1
回复@仙女颜究所:哦，因为杨幂也一直有网友给她提建议，但是她也一直没改，我想着明星肯定会有体型管理，但是她这么执着的坚持这样子，让人想不通啊，动脸那么痛都可以去做却不愿意纠正下体态 杨幂比她严重，是不是这样上镜脸会更美？,1
回复@仙女颜究所:典型的韩国小家子五官又真的跟这个风格不配 路人粉表示泫雅现在风格感觉说韩不韩又欧不起来，没有那种大气棱角有韵味的五官还真撑不起来欧美风玻尿酸唇，非要硬凹总感觉不伦不类，光画嘴真的好违和啊，姐姐倒是可以考虑下其他部位跟上啊 回复@仙女颜究所:典型的韩国小家子五官又真的跟这个风格不配 路人粉表示泫雅现在风格感觉说韩不韩又欧不起来，没有那种大气棱角有韵味的五官还真撑不起来欧美风玻尿酸唇，非要硬凹总感觉不伦不类，光画嘴真的好违和啊，姐姐倒是可以考虑下其他部位跟上啊 最后一张我！！！？？？？ 回复@小美19860709:有意思，我可没夸我自己美到天上去吧？博主拿舒淇和辛芷蕾的五官做对比，我只是有感而发，再说了我也没说她丑吧？只是硬凹风格和五官不搭，最后诚挚的建议姐要么和谐点画嘴要么其他五官跟上，有什么问题吗[太开心]另外，本人可没有硬凹丰唇欧美风，谢谢您嘞,1
回复@仙女颜究所:额头小的话会不会用刘海遮一下显得更小了[泪]目前这种发型你觉得怎样 http://t.cn/AiHfhzil 回复@仙女颜究所:大概这种 http://t.cn/AiHVieip 如果额头窄的话，留什么发型可以看起来好一些？ 回复@黎西西西里:嗯嗯？看我额头干嘛呀 回复@yoga小白白:我们私聊一下~~ 回复@-SHHHIRLEY:金所炫是你吗？哈哈，我觉得你应该扎起来应该很可爱 回复@yoga小白白:那你是什么样的发型呢？？ 回复@啦查啦查:确实，我就是 回复@崽儿今天学习了吗:我大学之前一直刘海的，但是额头小的话刘海也会很短，所以我觉得不留刘海好看一些 回复@Kunamatoto:我目前是中分长发，你可以考虑考虑 回复@肖家丫头欺负不得:两种完全没差的啊 回复@肖家丫头欺负不得:我觉得你这样挺好看的还?? 回复@wuli啾咪啊:加一 回复@江城希:我发际线挺低的，我老是拽它，时间久了就高了一点这样了 回复@小狐椒:我没有，以前有，不过我感觉无刘海更好看一些吧,1
是我 我的眼睛拒绝浓妆艳抹,1
我是脸颊有很严重的泛红属于皮炎一直在用有看医生 抹药 没什么用,1
我想做鼻综合 小姐姐好,1
回复@仙女颜究所:好哒好哒！谢谢?? 鼻翼有很多红血丝，颧骨那里的皮肤也经常泛红的话，到底是敏感还是缺水呢请问？ 回复@刘小姑娘丫:额...好的谢谢,1
我的瞳距超级近，脸也窄[允悲],1
哭了，短宽脸我是厚唇,1
我去上班了 谢谢博主 分享图片 我刚才知乎搜了搜 谢谢你 等几天 我去医院确诊一下 怎么改善 上眼睑无力是病吗 嗯嗯好的 这个图能暴露我的双眼皮问题 分享图片 我以前有段时间天天揉 我太阳穴凹陷和我自己按有没有关系啊 然后就留短发遮盖太阳穴凹陷的问题啊 分享图片 我如果颧骨高 分享图片 短发 分享图片 我留过 分享图片 仙女老师 可以去肿 我不是肿眼泡吗 一化妆就3眼皮和单眼皮交换 我是内双 别人说眼球突出的不适合太宽的欧式双眼皮 你觉得可吗 仙女老师最近有人让我做双眼皮 分享图片 怎么妆容改善呢 太阳穴凹陷 真的是老师 谢谢仙女老师 我内心不自信不开心 我太较真了 谢谢仙女老师， 还有啥吗 我让你批评我的 一个竖拍 一个横拍 一个横排 分享图片 分享图片 没有戴眼镜可能看不清楚 我刚卸完妆 分享图片 什么图片 我慢慢学习 或者仙女老师安利书吗 我真的求指导 好丑？？ 我朋友都说我的弯弯眉 ？？？ 我575度近视 还肿眼泡眼球凸起 分享视频 没有苹果肌 我的脸太扁平了 我没加美颜滤镜 是不是太凸了 我额头凸起 但是我发际线高[doge] 我用帽子遮遮 分享图片 不敢染头发了 上次染头发想吐了 可多白头发 还有我是少白头 我没有刘海 谢谢仙女 我的眉毛了 乖 所以轮廓不清晰 你的意思因为我胖 体重120斤 身高165 求指导 这是平常上班的他拍 分享图片 太阳穴凹陷 我颧骨高 求指点 求知道 有人说我眉毛特别丑 化妆了有时候双眼皮有时候单眼皮 内双 我肿眼泡！！！ 我原本嘴角有个大痣我做手术去掉了 分享视频 我常年自卑觉得自己好丑 我给你发了视频 博主,1
嗯嗯谢谢 这种蝴蝶牙也会很影响的是吗 感觉我这种牙齿正畸会要很多年[/ee9092.png] 好的谢谢 请问小仙女关于我这种眼距眼角还有牙齿有什么需要矫正的地方吗 分享图片 分享图片 分享图片,1
回复@下垂眼姑娘:这么瘦一定喝露水吧 回复@哎呀取个什么网名好:怎么瘦的,1
[拜拜]我和刘亦菲差的是眼睛吗,1
大腿要有大腿的亚子，小腿要有小腿的亚子，不然有什么看头，没有曲线，没有美感，只有麻杆,1
解惑了，我就是第一种，明明脸小但披发时总觉得大饼脸了，扎起来立刻巴掌脸，原来原因在这啊,1
我就是中重度[泪] 回复@仙女颜究所:怎么改善呀 回复@仙女颜究所:我是不是已经严重到变成泪沟了[泪] http://t.cn/AiTd50UV 回复@仙女颜究所:我的眼角天生就超级开了，我觉得是我的山根低+近视的原因[泪],1
她皮膚不好最近，看ins上一張圖嚇到我了 雪莉我覺得她只要不發很奇怪的東西的時候是很美的，之前沒有女人味 回复@仙女颜究所:偶爾仔細偶爾偷懶的打理，主要是那種邊梳頭邊吹風的那個叫什麼必不可少 回复@仙女颜究所:[太开心]長髮及腰從不打結 我是拿絲巾舖在枕頭上 但是我覺得張韶涵她自己本身並沒有什麼說服力啊，還是以前年輕時候海豚灣戀人時期狀態啊什麼的最好 最早是魚美人裡的牡丹 所以大眼睛的花期真的跟曇花一現似的 可是关晓彤她好看，这是不能反驳的事实… 我小时候12-17岁会这样，长大后就破罐破摔，但是老本也够吃几年的[允悲],1
回复@香格里拉一直很近:化妆的时候关注眼尾应该会好一下 回复@香格里拉一直很近:哈哈哈哈哈哈我们均衡一下就好啦 回复@仙女颜究所:因为不是会员不能发图片，麻烦您啦[心] 回复@仙女颜究所:私信发给小姐姐可以么 去配眼镜被医生惊叹:瞳距好宽……一直犹豫要不要去开眼角,1
回复@瑶啊瑶er_:怎么还上劲了呢？我看我俩的意思你一个都没明白[微笑] 回复@瑶啊瑶er_:人家层主都说了她说的不是正确言论，没什么必要非要否定和说服。你咋还跟[doge] 回复@房璐璐长不高了:既然做这个行业，拿着这份工钱，就做好了它。现实中的姑娘也不是这个行当的，也不需要和她去比[微笑]也不是苛刻，选择了做艺人，请干一行爱一行呗 这个可以去痘坑嘛？ 回复@是你的PINKY女友小苏:？？？IU是说不得了吗？不想看你就到别处吹彩虹屁去啊来这干什么？,1
回复@在这里上传头像:我小时候看小雪，觉得她眼距太宽了。。。。斗鸡眼应该没有,1
这应该是也做了鼻子吧[并不简单],1
回复@去了冰岛就改名:记错了不是因为骨骼，但是确实因为整牙 http://t.cn/AiHQJYR4 回复@火箭少女_杨玉环:ym是整牙影响了骨骼8，不是他想的,1
我哭了，我就是拐角低，下巴圆，五官还集中[泪][泪],1
仙女看看我[悲伤]需要开个眼角啥的吗 http://t.cn/AiTg2chV 回复@仙女颜究所:这个亚子?? http://t.cn/AiH74oJp 回复@仙女颜究所:好滴谢谢[爱你],1
我这样的呢 http://t.cn/AiTFXTCb,1
现在已经证实了是属于职业医闹，如果这边还发的话肯定在一定层度助长了他的嚣张气焰 这个是其他平台给与的回复。你可以看看，都是你发的那两个人在平台发的不实诋毁消息，已经得到证实， screenshot20190807181852.png 分享视频 对于一个公众号来讲，发的任何的东西都需要经过核实。 麻烦了 嗯嗯好 我们也好更好的沟通，我们的目的是希望你们删除一些不实的言论 我希望可以直接留法务的电话或者是微信 或者是电话更好 直接给一个可以处理这个事情的人的微信吧 助理可以处理吗 这个是你们负责人的微信吗？ 嗯嗯好的， 嗯嗯好的，我明白了，那就只能让法务部门和你们对接了，麻烦给一个相关对接人的信息 这个资料我没有必要发你吧 希望你及时的删除关于我们的不实负面信息 我们这边法务已经介入处理了 您好在吗,1
555我也是瞳距特近像斗鸡眼每次都不知道咋画眼妆 他拍眼睛就很无神正面更是车祸现场[淚],1
回复@仙女颜究所:就是很圆[笑cry][笑cry][笑cry] http://t.cn/AiTrqSbA 回复@佛系玩家阿芳:完全没有眼角[汗] 我这应该就是重度了吧…… http://t.cn/AiTrbHoJ,1
这个腿不够直，我感觉我小的时候的腿真的很直，不是我吹就是皮肤很黑很黑，后来长大跷二郎腿，弯了[二哈],1
回复@Zoe增肥中的瘦子:这是眼睛没化妆的时候 麻烦给我看一下有啥可改造的 http://t.cn/AiHXymgo 我的呢 http://t.cn/AiHXwMRm,1
有赘皮，眼角还尖怎么办，如果开眼角会不会对眼，我看很多开眼角的都对眼 http://t.cn/AiTBr2DT,1
减肥 [泪][泪]好难,1
我想知道我是什么眼睛哈哈哈哈哈哈,1
今天刚发给朋友看，感觉我是中度 http://t.cn/AiHctuux,1
回复@仙女颜究所:喝奶茶真的太毁皮肤了   想戒掉奶茶[困] 她说的不是小时候喝奶茶吗[费解][费解],1
谢谢 嗯嗯好哒 就是在化妆上，眼妆需要注意什么呢 嗯嗯好的，谢谢 适合开眼角对嘛 分享图片 我的瞳距眼距 无法预知你何时愿与我攀谈，那就早安 午安 晚安 可以帮我看一下嘛 小姐姐,1
每次看都觉得自己包眼角好严重，想去开掉 http://t.cn/AiHywYxD,1
我这种肯定是了吧 http://t.cn/AiHqcQhC,1
马思纯仔细看有斗鸡眼（对眼儿）,1
搓澡能改善的！ 几块钱买个澡巾，可以一试[太开心],1
回复@肖战秘密女友:图片评论 http://t.cn/AiTmfByA 回复@肖战秘密女友:我比你的眼角还圆 回复@FangFanglin0_0:怕开了显老 [允悲],1
小姐姐，关注你了，你们是做整形的吗？地址在哪里啊,1
杨紫的脸真的有点往网红上走了 回复@bebe鲟:填玻尿酸 他怎么胖这么多了,1
分享图片 你好，內個，能問問我這個是那個内眦赘皮嗎 那需要開眼角嗎 好的哦，謝謝你的回答[太开心],1
我这个眼睛是吗[疑问] http://t.cn/AiTuqcgH,1
